id,systeme_id,theme_id,type_id,numero,application_id,date,journal,titre,resume,joint,complement
1090,9,23.0,5,---,2,2022-05-16,62 / 2022, Modifiant le cahier des charges relatif à l’exercice par des personnes morales de l’activité de transport routier de marchandi,"Portant approbation des dispositions modifiant le cahier des charges relatif à l’exercice par des personnes morales de l’activité de transport routier de marchandises pour le compte d’autrui annexé à l’arrêté du ministre du transport du 10 décembre 2008 fixant le seuil de poids total autorisé en charge des véhicules dont l’exploitation dans le transport routier de marchandises pour le compte d’autrui est soumise à un cahier des charges et une déclaration préalable auprès des services spécialisés du ministère chargé du transport, fixant les marques distinctives de ces véhicules et portant approbation de deux cahiers des charges relatifs à l’exercice de l’activité de transport routier de marchandises pour le compte d’autrui",Arrete_du_ministre_des_transports_du_16_mai_2022_portant_approbation_des_dispositions_modifiant_le_cahier_des_charges_relatif_a,
1091,67,164.0,6,06,7,1976-11-11,82 /  1976,Délégués du personnel - Comité  d'entreprise,"- L'institution, l'organisation, l'élection et les attributions de délégués du personnel et des comités d'entreprises sont réglés par la législation en vigueur. - Toutefois, les précisions et stipulations complémentaires énoncées ci-dessous et concernant les délégués du personnel sont admises au même titre que la loi. - Chaque délégué doit travailler normalement dans son emploi, son régime de travail n'étant pas différent de celui en vigueur dans son atelier ou service. - Dans l'exercice de leur mandat, et dans la imite du nombre d'heures qui leur est alloué, les délégués pourront s'absenter de l'établissement pour des motifs ayant trait à leurs fonctions, après en avoir informé l'employeur ou leur chef direct. - L'exercice normal de la fonction de délégué ne peut être une entrave à l'amélioration de sa situation, ni provoquer de licenciement, de sanctions, ni constituer un motif de mutation de service non justifiée. - Dans la mesure ou l'entreprise occupe le minimum légal de travailleurs pour l'institution d'un comité d'entreprise, les parties intéressées se conformeront à la législation en vigueur.",,
1092,67,164.0,6,07,7,1976-11-11,82 / 1976,Commission paritaire consultative,"Il est institué une commission paritaireconsultative dans haque établissment de quelque catégorie que ce soit ou sont emlpoyés habituellement au moins vingt (20) travailleurs, soit directement, soit par l'intermédiare de filiales. Pour les établissements occupant moins de vingt travailleurs, situés dans la meme localité possibilité leur est soit de former une commission paritaire commune, soit de se réunir directement avec les délégués du personnel. Ces derniers réunions tiennent lieu de commissions paritaires",,
1093,67,164.0,6,08,7,1976-11-11,82 / 1976, Composition de la Commission ,"La commission paritaire consultative, présidée par l'employeur est compétente pour toute question intéressant le personnel soumis à la à la présente convention collective. Elle comprend: 2 membres titulaires dont le président de 2 membres suppléants représentant le ou les employeurs concernés. 2 Mmembres titulaires et 2 membres suppléants réprésentant le prsonnel (ouvriers, employtés, agents de de maitrise et cadres) élus par le personnel. Le mondat des membres est valable pour deux années et est renouvelable dans les memes condtions. Les travaeilleurs appelés à sieger à la commission paritaire consultative sont considerés comme étant en service et payés en conséquences. Cette commission fixe elle-meme son réglement intérieuret, en particulier, la périodicité e ses réunions",,
1094,67,164.0,6,09,7,1976-11-11,82 / 2022,Election des membres de la commission,"sont électeurs, les travailleurs des deux sexes, âgés de 18 ans accomplis, travaillant de façon continue depuis un an au moins dans l'établissement. Sont éligibles, à l'exception des ascendants, frères, soeurs et alliés au même degré de l'employeur, les travailleurs de nationalité tunisienne âgés de vingt ans accomplis, sachant lire et écrire, et travaillant dans l'établissement de façon contrinue depuis un an au moins. Les membres de la commission sortants sont réeligibles. Le bureau électoral sera composé d'un réprésentant de l'employeur, président et de deux électeurs désignés par l'iorganisation syndicale intéressée ou, à défaut, par le personnel L'un de ces deux derniers tiendra une liste des électeurs et procèdera au pointage au fur et à mesure du déroulment du vote. Les condidats qui obtiennet le plus grand nombre de voix soont élus membres titulaires; les suivants sont élus membres suppléant. En cas d'égalité de vois, le plus anien dans l'établissement est élu.",,
1095,67,164.0,6,10,7,1976-11-11,82 / 1976,Attributions de la commission,"La commission paritaire consultative : 1) Veille notamment à l'application de la convention collective 2) Émets les suggestions sur toutes les questions intéressant le personnel 3) concourt à l'établissement du tableau d'avancement et donne son avis sur l'attribution de la prime de rendement 4) Examine les conditions minimales et les règles générales d'avancement de l'ensemble du personnel 5) Formule un avis sur les cas de changement d'affectation ou de classement pour raison physiques, professionnelles ou personnelles 6) émet en l'absence d'un comité d'entreprise, après examen, un avis sur les réquetes inividuelles oou collectives qui peuvent etre soumises par les représntants 7) étudie les problèmes intéressant l'ensemble du personnel, notamment les questions d'apprentissage, de formation et de perfectionnement professionnels 8) participe à l'étude , à l'adoptionet à l'application des dispositions relatives, éventuellement à la retraite et aux oeuvres sociales 9) Donne son avis aux fins de promotion , de mutation ou de licenciement; 10) Ellle s'érige en conseil de discipline En régle générale, elle s'exerce l'ensemble es attributions qui lui sont conférées par la présente convention. En tout état de cause, les délibérationsde cette commission sont soumis à l'employeuir pour décision",,
1096,67,164.0,6,11,7,1976-11-11,82 / 1976 ,Discipline,"La gravité de la faute est appréciciée est en fonction des circonstances au cours desquelles elle a été commise, de la nature des fi des travailleurs qui sont coupables, et de la gravité de ses conséquences. Les sanctions disiplinaires applicables aux travaielleurs suivant la gravité des faute commises sont : Sanctions 1èr degré : 1) L'avertissement verbal; 2) L'avertissement par écrit avec inscriptions au dossier 3) Le blame avec inscription au dossier 4) La mise à pied pour une période maximum de 03 jours privatie de toute rémunération Sactions 2 ème degré : 1) La mise à pied jusqu'à trente jours, privative de toute rémunération 2) L'abaissement d'échelon 3) La rétrogration d'échelle 4) le licenciement .Les sanctions du 1er dégré sont prononcés directement par l'employeur, après que le travailleur ait été mis en mesure de fournir ses explications. Pour les sanctions de 2ème degré, le travailleur est obligatoirement traduit devant la commission paritaire érigée en conseil de dicipline qui donne son avis à l'employeur sur la sanction à prendre; celuii ci notifie sa décision par écrit au travailleur.",,
1097,67,164.0,6,14,7,1976-11-11,82 / 1976,Embauchage,"Le personnel embauché est classé en catégories professionnelles et rémunéré en conséquences L'embauchage se fera conformément à la législation en vigueur. Tout travailleur sera obligatoirement informé par écrit lors de son embauchage, du lieu de travail, de l'emploi qu'il va occuper, de la catégorie professionnelle dans laquelle il sera affecté, de l'échelon, du taux de salaire de base correspondante et à la durée de période d'essai",,
1098,67,164.0,6,20,7,1976-11-11,82 / 1976,Indemnité de Transport,Il sera alloué à chaque travailleur une indemnité de transport fixée forfaitairement à deux dinars payable et payable à terme échu. Cette indemnité cubit des abattements proportionnels à la durée des absences non justifiées,,
1099,67,164.0,6,21,7,2023-01-17,82 / 1976,Indemnité de panier ,Les travailleurs nommément désignés ( ou astreits à la faire) pour demeurer sur les liux de travail pendant toute l'ampitude de la durée journalière du travail auront droit à une indemnité de panier fixée à 150 millimes,,
1100,67,164.0,6,22,7,1976-11-11,82 / 1976,Indemnité de caisse,"Les commises principales responsables de la tenue d'une caisse bénéficieront d'une indemnité de caisse fixée à 05 dinars par mois. Cette indemnité n'est pas cumulable avec celle pratiquée dans certaines entreprises et calculée en pourcentage du chiffre d'affaire, toute fois, au cas ou cette dernière indemnité est inférieure à 05 dinars par mois. Cette indemnité n'est pas cumulable avec celle pratiqyuée dans certaines entreprises et calculée en pourcentage du chiffre d'affaire. Toute fois, au cas cas iou cette dernière indemnité est inférieure à 05 dinars, l'employeur sera tenu de verser le complément",,
1101,67,164.0,6,23,7,1976-11-11,82 / 1976,indemnité demi-journée ,"L'indemnité prévue à l'article 5 du décret du 8 Janvier 1948, et dont le montant est actuellement de 40millimessera allouée aux salariés remplissant les conditions requies, comme les indemnités ci dessus, elle dt figurer séparément sur le bulletin de paie.",,
1102,67,164.0,6,24,7,2022-09-17,82 / 1976,Prime de scolarité,"Les salaiés mariés et ayant des enfants à charge, bénéficieront, à la rentrée scolaire, d'une prime de scolarité calculée à raison d'un dina par enfant poursuivant des études scolaires, sans toutefois dépasser 4 dinars qul que soit le nombre d'enfants",,
1103,67,164.0,6,25,7,1976-11-11,82 / 1976,Prime d'assiduité ,Une prme égale à trois jours de salaire ( Salaire de base) sera servie à tout travailleur ayant eu une présence assidue durant six mois consécutifs,,
1104,67,164.0,6,26,7,1976-11-11,82 / 1976,Prime de rendement et de fin d'année,"Les trravailleurs ainsi que le sréprésentants des organisation syndicales sony=t tenus d'apporter leur concours à l'amélioration de la productivité e l'entreprise, afin d'encourager ls travailleurs à contribuer à l'amélioration de la productivité de l'entreprise une prime dite ""de rendement et de fin d'année"" pourra leur etre attribuée sur la base d'une not professionnelle annuelle calculée d'après les quatres éléments suivants : Rendement conscience profesionnelle, assiduité,ponctualité. Chacun de ces élements est noté de zéro à 5. Le total ""N"" des quatre notes détermine ""P"" de la prime selon la formule : P = S * N/20 dans laquelle S réprésente : - Pour les travailleurs payés au oins : une fois e demie le salaire mensuel brut de base, - Pour les travailleurs payés à l'heure : Le salaire brut de basee de 6 semaines pour la durée normale du travail Les travailleurs ayant obtenu une note N inférieure à 5 ne peuvent prétendre à aucune prime. La prime ainsi déterminée subit, en outre, de abattements proportionnels à la durée totale desabsences non payés par l'employeur.",,
